name,width_height,head_ratio,pixel_size,colours_at192h
walk_jax_down.png,0.44444,0.4061302681992337,4.009,8102
walk_karl_down.png,0.49049,0.42585551330798477,3.923,10389
walk_kyle_down.png,0.45038,0.42366412213740456,4.07,7224
walk_raelee_down.png,0.41445,0.3574144486692015,3.894,8110
walk_rod_down.png,0.47104,0.39768339768339767,3.991,10026
